tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,tweet_status_urls,stage,lang,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
890006608113172480,2017-07-26 00:31:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,https://twitter.com/dog_rates/status/890006608113172480/photo/1,,en,6153,27036,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True
889880896479866881,2017-07-25 16:11:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,https://twitter.com/dog_rates/status/889880896479866881/photo/1,,en,4166,24568,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,Muzzle,0.0829811,False
889665388333682689,2017-07-25 01:55:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,puppo,en,8350,42055,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True
889638837579907072,2017-07-25 00:10:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,https://twitter.com/dog_rates/status/889638837579907072/photo/1,,en,3715,23675,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True
889531135344209921,2017-07-24 17:02:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,https://twitter.com/dog_rates/status/889531135344209921/photo/1,puppo,en,1881,13352,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,Redbone,0.00795775,True
889278841981685760,2017-07-24 00:19:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,https://twitter.com/dog_rates/status/889278841981685760/photo/1,,en,4443,22119,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,2017-07-23 00:22:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,https://twitter.com/dog_rates/status/888917238123831296/photo/1,,en,3761,25642,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True
888804989199671297,2017-07-22 16:56:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,https://twitter.com/dog_rates/status/888804989199671297/photo/1,,en,3535,22464,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
888554962724278272,2017-07-22 00:23:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,https://twitter.com/dog_rates/status/888554962724278272/photo/1,,en,2877,17316,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,Malamute,0.111411,True
888078434458587136,2017-07-20 16:49:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,https://twitter.com/dog_rates/status/888078434458587136/photo/1,,en,2892,19151,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,Pug,0.000931908,True,Bull_mastiff,0.000903211,True
887705289381826560,2017-07-19 16:06:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,https://twitter.com/dog_rates/status/887705289381826560/photo/1,,en,4533,26625,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True
887473957103951883,2017-07-19 00:47:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,https://twitter.com/dog_rates/status/887473957103951883/photo/1,,en,15025,60191,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,Beagle,0.0389148,True
887343217045368832,2017-07-18 16:08:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,https://twitter.com/dog_rates/status/887343217045368832/photo/1,,en,8815,29591,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,Sea_lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,2017-07-18 00:07:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,en,4990,26982,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True
886983233522544640,2017-07-17 16:17:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,https://twitter.com/dog_rates/status/886983233522544640/photo/1,,en,6318,30383,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy_terrier,0.143528,True,Can_opener,0.0322529,False
886736880519319552,2017-07-16 23:58:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,,en,2632,10501,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great_pyrenees,0.186136,True,Dandie_dinmont,0.0863463,True
886680336477933568,2017-07-16 20:14:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,https://twitter.com/dog_rates/status/886680336477933568/photo/1,,en,3735,19739,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports_car,0.139952,False,Car_wheel,0.0441726999999999,False
886366144734445568,2017-07-15 23:25:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,https://twitter.com/dog_rates/status/886366144734445568/photo/1,pupper,en,2629,18547,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
886258384151887873,2017-07-15 16:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,https://twitter.com/dog_rates/status/886258384151887873/photo/1,,en,5290,24525,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
885984800019947520,2017-07-14 22:10:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,https://twitter.com/dog_rates/status/885984800019947520/photo/1,,en,5612,28610,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
885528943205470208,2017-07-13 15:58:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,https://twitter.com/dog_rates/status/885528943205470208/photo/1,,en,5327,31601,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador_retriever,0.265835,True,Kuvasz,0.134697,True
885167619883638784,2017-07-12 16:03:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,https://twitter.com/dog_rates/status/885167619883638784/photo/1,,en,3669,19257,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884925521741709313,2017-07-12 00:01:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,https://twitter.com/dog_rates/status/884925521741709313/photo/1,,en,15026,67289,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
884876753390489601,2017-07-11 20:47:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,https://twitter.com/dog_rates/status/884876753390489601/photo/1,,en,4673,24384,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884562892145688576,2017-07-11 00:00:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1,,en,3911,21322,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
884441805382717440,2017-07-10 15:58:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,,en,4790,23867,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,2017-07-09 21:29:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,https://twitter.com/dog_rates/status/884162670584377345/photo/1,doggo,en,2505,17945,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
883838122936631299,2017-07-09 00:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,https://twitter.com/dog_rates/status/883838122936631299/photo/1,,en,2861,19176,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature_pinscher,0.299603,True,Kelpie,0.0630203,True
883482846933004288,2017-07-08 00:28:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,https://twitter.com/dog_rates/status/883482846933004288/photo/1,,en,8271,40216,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,Kuvasz,0.00550072,True
883360690899218434,2017-07-07 16:22:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,https://twitter.com/dog_rates/status/883360690899218434/photo/1,floofer,en,3080,19951,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,2017-07-07 00:17:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,https://twitter.com/dog_rates/status/883117836046086144/photo/1,,en,5533,32519,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,Kuvasz,0.00247094,True
882992080364220416,2017-07-06 15:58:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,https://twitter.com/dog_rates/status/882992080364220416/photo/1,,en,3247,20984,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,Dingo,0.0734143999999999,False
882762694511734784,2017-07-06 00:46:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,https://twitter.com/dog_rates/status/882762694511734784/photo/1,pupper,en,4097,24799,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_bay_retriever,0.074257,True,Flat-coated_retriever,0.0155793999999999,True
882627270321602560,2017-07-05 15:48:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,https://twitter.com/dog_rates/status/882627270321602560/photo/1,,en,5063,24600,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,2017-07-04 16:01:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,https://twitter.com/dog_rates/status/882268110199369728/photo/1,,en,9631,39197,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,Cocker_spaniel,0.0171995,True
882045870035918850,2017-07-04 01:18:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,https://twitter.com/dog_rates/status/882045870035918850/photo/1,,en,4082,25725,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web_site,0.949591,False,Dhole,0.0173258,False,Golden_retriever,0.00694063,True
881906580714921986,2017-07-03 16:04:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,https://twitter.com/dog_rates/status/881906580714921986/photo/1,,en,2855,21445,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake_bay_retriever,0.278966,True,Koala,0.127017,False
881666595344535552,2017-07-03 00:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,https://twitter.com/dog_rates/status/881666595344535552/photo/1,pupper,en,8960,44558,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.250003,True,Golden_retriever,0.160739,True
881268444196462592,2017-07-01 21:49:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,https://twitter.com/dog_rates/status/881268444196462592/photo/1,,en,4493,20463,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian_elephant,0.245646,False,Ibex,0.0556607,False
880935762899988482,2017-06-30 23:47:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,https://twitter.com/dog_rates/status/880935762899988482/photo/1,,en,2333,15051,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street_sign,0.251801,False,Umbrella,0.115123,False,Traffic_light,0.0695338,False
880872448815771648,2017-06-30 19:35:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,,en,3200,18715,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,2017-06-29 16:39:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,https://twitter.com/dog_rates/status/880465832366813184/photo/1,,en,5214,25030,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,Cocker_spaniel,0.00937082,True
880221127280381952,2017-06-29 00:27:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,https://twitter.com/dog_rates/status/880221127280381952/photo/1,,en,3467,23676,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True
